P-1	1045.343366
P-10	1149.191428
P-100	1102.746114
P-1000	1102.746114
P-1001	1238.735176
P-1002	985.446327
P-1003	1102.746114
P-1004	1176.330729
P-1005	934.7908511
P-1006	934.7908511
P-1007	934.7908511
P-1008	1149.191428
P-1009	934.7908511
P-101	1102.746114
P-1010	1238.735176
P-1012	1045.343366
P-1013	985.446327
P-1014	934.7908511
P-1015	985.446327
P-1016	1102.746114
P-1017	985.446327
P-1018	1045.343366
P-1019	1238.735176
P-102	1149.191428
P-1020	1102.746114
P-1021	1176.330729
P-1022	1045.343366
P-1023	985.446327
P-1024	934.7908511
P-1025	1045.343366
P-1026	1045.343366
P-1027	1238.735176
P-1028	985.446327
P-1029	934.7908511
P-103	1102.746114
P-1030	1102.746114
P-1031	1102.746114
P-1032	1102.746114
P-1033	1102.746114
P-1034	985.446327
P-1035	1102.746114
P-1036	1102.746114
P-1037	1102.746114
P-1038	1102.746114
P-1039	1149.191428
P-104	1045.343366
P-1040	1149.191428
P-1041	1102.746114
P-1042	1102.746114
P-1043	1102.746114
P-1044	1102.746114
P-1045	1045.343366
P-1046	934.7908511
P-1047	985.446327
P-1048	985.446327
P-105	1102.746114
P-1050	1102.746114
P-1051	1045.343366
P-1052	1149.191428
P-106	1102.746114
P-107	1149.191428
P-108	1045.343366
P-109	1238.735176
P-11	1102.746114
P-110	1238.735176
P-111	1149.191428
P-112	1045.343366
P-113	1238.735176
P-114	1045.343366
P-115	1045.343366
P-116	1176.330729
P-117	1102.746114
P-118	1102.746114
P-119	1102.746114
P-12	1102.746114
P-120	1102.746114
P-121	1149.191428
P-122	1102.746114
P-123	1149.191428
P-124	1176.330729
P-125	1102.746114
P-126	1149.191428
P-127	1045.343366
P-128	1238.735176
P-129	1149.191428
P-13	1149.191428
P-130	934.7908511
P-131	1149.191428
P-132	1149.191428
P-133	1238.735176
P-134	1045.343366
P-135	1238.735176
P-136	1102.746114
P-137	1149.191428
P-138	985.446327
P-139	1238.735176
P-14	1176.330729
P-140	1045.343366
P-141	1045.343366
P-142	934.7908511
P-143	1238.735176
P-144	1238.735176
P-145	1102.746114
P-146	1045.343366
P-147	1102.746114
P-148	1045.343366
P-149	1045.343366
P-15	1149.191428
P-150	1045.343366
P-151	1045.343366
P-152	1102.746114
P-153	1045.343366
P-154	1149.191428
P-155	1045.343366
P-156	1102.746114
P-157	1045.343366
P-158	1238.735176
P-159	1045.343366
P-16	1102.746114
P-160	1238.735176
P-161	1045.343366
P-162	1102.746114
P-163	1045.343366
P-164	1045.343366
P-165	1149.191428
P-166	985.446327
P-167	1102.746114
P-168	1045.343366
P-169	1045.343366
P-17	1176.330729
P-170	1149.191428
P-171	1102.746114
P-172	1149.191428
P-173	1238.735176
P-174	1045.343366
P-175	1102.746114
P-176	1045.343366
P-177	1149.191428
P-178	1102.746114
P-179	1045.343366
P-18	1045.343366
P-180	1045.343366
P-181	1102.746114
P-182	1102.746114
P-183	1102.746114
P-184	1149.191428
P-185	1045.343366
P-186	1102.746114
P-187	1102.746114
P-188	1102.746114
P-189	1102.746114
P-19	1102.746114
P-190	1102.746114
P-191	1238.735176
P-192	1149.191428
P-193	1102.746114
P-194	1102.746114
P-195	1045.343366
P-196	985.446327
P-197	1149.191428
P-198	1102.746114
P-199	1045.343366
P-2	1102.746114
P-20	1238.735176
P-200	1102.746114
P-201	1238.735176
P-202	1238.735176
P-203	1102.746114
P-204	1102.746114
P-205	1149.191428
P-206	1176.330729
P-207	985.446327
P-208	1102.746114
P-209	1102.746114
P-21	1045.343366
P-210	1045.343366
P-211	1149.191428
P-212	1149.191428
P-213	1045.343366
P-214	1102.746114
P-215	1045.343366
P-216	1238.735176
P-217	1045.343366
P-218	1045.343366
P-219	1238.735176
P-22	1102.746114
P-220	1238.735176
P-221	1102.746114
P-222	1102.746114
P-223	1045.343366
P-224	1102.746114
P-225	1238.735176
P-226	1102.746114
P-227	1045.343366
P-228	1102.746114
P-229	1045.343366
P-23	1045.343366
P-230	1238.735176
P-231	1102.746114
P-232	1149.191428
P-233	1045.343366
P-234	1149.191428
P-235	1045.343366
P-236	1102.746114
P-237	1102.746114
P-238	1045.343366
P-239	1102.746114
P-24	1238.735176
P-240	1102.746114
P-241	1045.343366
P-242	1149.191428
P-243	1045.343366
P-244	1102.746114
P-245	1238.735176
P-246	1045.343366
P-247	1102.746114
P-248	1149.191428
P-249	1045.343366
P-25	1102.746114
P-250	1045.343366
P-251	1176.330729
P-252	1102.746114
P-253	1149.191428
P-254	1149.191428
P-255	1102.746114
P-256	1045.343366
P-257	1045.343366
P-258	1102.746114
P-259	1045.343366
P-26	1045.343366
P-260	1102.746114
P-261	1149.191428
P-262	934.7908511
P-263	1149.191428
P-264	1149.191428
P-265	1102.746114
P-266	1149.191428
P-267	1176.330729
P-268	1102.746114
P-269	1045.343366
P-27	1176.330729
P-270	1176.330729
P-271	1045.343366
P-272	1149.191428
P-273	1102.746114
P-274	1045.343366
P-275	1045.343366
P-276	1045.343366
P-277	1045.343366
P-278	1045.343366
P-279	1045.343366
P-28	934.7908511
P-280	1102.746114
P-281	1045.343366
P-282	1102.746114
P-283	934.7908511
P-284	1149.191428
P-285	1045.343366
P-286	1045.343366
P-287	1238.735176
P-288	1149.191428
P-289	1149.191428
P-29	1045.343366
P-290	1102.746114
P-291	1149.191428
P-292	1045.343366
P-293	1102.746114
P-294	1102.746114
P-295	1102.746114
P-296	1102.746114
P-297	1102.746114
P-298	1149.191428
P-299	1102.746114
P-3	985.446327
P-30	1045.343366
P-300	1045.343366
P-301	1045.343366
P-302	1102.746114
P-303	1045.343366
P-304	1149.191428
P-305	1149.191428
P-306	1176.330729
P-307	1045.343366
P-308	1045.343366
P-309	1238.735176
P-31	1149.191428
P-310	1045.343366
P-311	1045.343366
P-312	1102.746114
P-313	1045.343366
P-314	1045.343366
P-315	1238.735176
P-316	1045.343366
P-317	1102.746114
P-318	1102.746114
P-319	1102.746114
P-32	934.7908511
P-320	1176.330729
P-321	1045.343366
P-322	1149.191428
P-323	1102.746114
P-324	1045.343366
P-325	1102.746114
P-326	1045.343366
P-327	1149.191428
P-328	1102.746114
P-329	1102.746114
P-33	1149.191428
P-330	1149.191428
P-331	1149.191428
P-332	1045.343366
P-333	1045.343366
P-334	1238.735176
P-335	1102.746114
P-336	934.7908511
P-337	1045.343366
P-338	1102.746114
P-339	1102.746114
P-34	1045.343366
P-340	1102.746114
P-341	934.7908511
P-342	1102.746114
P-343	1102.746114
P-344	1045.343366
P-345	1102.746114
P-346	1102.746114
P-347	1149.191428
P-348	1045.343366
P-349	1045.343366
P-35	1102.746114
P-350	1045.343366
P-351	1149.191428
P-352	1102.746114
P-353	1149.191428
P-354	1045.343366
P-355	1102.746114
P-356	1045.343366
P-357	1176.330729
P-358	1045.343366
P-359	1238.735176
P-36	1102.746114
P-360	1045.343366
P-361	1238.735176
P-362	1149.191428
P-363	1238.735176
P-364	1149.191428
P-365	1045.343366
P-366	1045.343366
P-367	1045.343366
P-368	1102.746114
P-369	1045.343366
P-37	1045.343366
P-370	1149.191428
P-371	1045.343366
P-372	1045.343366
P-373	1045.343366
P-374	1045.343366
P-375	1045.343366
P-376	1102.746114
P-377	1102.746114
P-378	1045.343366
P-379	1102.746114
P-38	1149.191428
P-380	1102.746114
P-381	1149.191428
P-382	934.7908511
P-383	1238.735176
P-384	1149.191428
P-385	1102.746114
P-386	1102.746114
P-387	1102.746114
P-388	1149.191428
P-389	1102.746114
P-39	1238.735176
P-390	1102.746114
P-391	1045.343366
P-392	1238.735176
P-393	1149.191428
P-394	1045.343366
P-395	1238.735176
P-396	934.7908511
P-397	1149.191428
P-398	1102.746114
P-399	1102.746114
P-4	1149.191428
P-40	1045.343366
P-400	1045.343366
P-401	1238.735176
P-402	1102.746114
P-403	1238.735176
P-404	1045.343366
P-405	1045.343366
P-406	1045.343366
P-407	1102.746114
P-408	1045.343366
P-409	1102.746114
P-41	1102.746114
P-410	1045.343366
P-411	1045.343366
P-412	1149.191428
P-413	1102.746114
P-414	1176.330729
P-415	1045.343366
P-416	1102.746114
P-417	1149.191428
P-418	1102.746114
P-419	1045.343366
P-42	1045.343366
P-420	1238.735176
P-421	1149.191428
P-422	1102.746114
P-423	1045.343366
P-424	1045.343366
P-425	1102.746114
P-426	1238.735176
P-427	1102.746114
P-428	1102.746114
P-429	1149.191428
P-43	1149.191428
P-430	1238.735176
P-431	1045.343366
P-432	1149.191428
P-433	1045.343366
P-434	1149.191428
P-435	1102.746114
P-436	1102.746114
P-437	1238.735176
P-438	1045.343366
P-439	985.446327
P-44	1149.191428
P-440	1102.746114
P-441	1045.343366
P-442	1176.330729
P-443	1102.746114
P-444	1149.191428
P-445	1149.191428
P-446	1102.746114
P-447	1102.746114
P-448	1045.343366
P-449	1149.191428
P-45	1149.191428
P-450	1045.343366
P-451	1102.746114
P-452	1238.735176
P-453	1045.343366
P-454	1102.746114
P-455	934.7908511
P-456	1045.343366
P-457	1045.343366
P-458	1045.343366
P-459	1045.343366
P-46	1102.746114
P-460	1238.735176
P-461	1102.746114
P-462	1045.343366
P-463	1045.343366
P-464	1102.746114
P-465	1102.746114
P-466	1149.191428
P-467	1176.330729
P-468	1149.191428
P-469	1149.191428
P-47	1045.343366
P-470	1045.343366
P-471	1149.191428
P-472	1238.735176
P-473	1102.746114
P-474	1149.191428
P-475	1045.343366
P-476	1045.343366
P-477	1102.746114
P-478	1176.330729
P-479	1176.330729
P-48	1102.746114
P-480	1102.746114
P-481	1176.330729
P-482	1045.343366
P-483	1045.343366
P-484	1102.746114
P-485	1045.343366
P-486	1149.191428
P-487	1102.746114
P-488	1149.191428
P-489	1149.191428
P-49	1149.191428
P-490	1238.735176
P-491	1238.735176
P-492	1102.746114
P-493	1045.343366
P-494	1238.735176
P-495	985.446327
P-496	1149.191428
P-497	934.7908511
P-498	1045.343366
P-499	1102.746114
P-5	1045.343366
P-50	1102.746114
P-500	1102.746114
P-501	1045.343366
P-502	1238.735176
P-503	1045.343366
P-504	1149.191428
P-505	1102.746114
P-506	1045.343366
P-507	1045.343366
P-508	1102.746114
P-509	985.446327
P-51	1045.343366
P-510	1045.343366
P-511	1045.343366
P-512	1045.343366
P-513	985.446327
P-514	985.446327
P-515	1102.746114
P-516	1176.330729
P-517	1102.746114
P-518	1045.343366
P-519	1102.746114
P-52	1045.343366
P-520	1102.746114
P-521	1045.343366
P-522	1149.191428
P-523	985.446327
P-524	1102.746114
P-525	1102.746114
P-526	1102.746114
P-527	1045.343366
P-528	1102.746114
P-529	1149.191428
P-53	1102.746114
P-530	1238.735176
P-531	1149.191428
P-532	1102.746114
P-533	1176.330729
P-534	1238.735176
P-535	1102.746114
P-536	1102.746114
P-537	1045.343366
P-538	1238.735176
P-539	1045.343366
P-54	1045.343366
P-540	1238.735176
P-541	1149.191428
P-542	1149.191428
P-543	1238.735176
P-544	1102.746114
P-545	1102.746114
P-546	1045.343366
P-547	1102.746114
P-548	1045.343366
P-549	1149.191428
P-55	1176.330729
P-550	1045.343366
P-551	1102.746114
P-552	1149.191428
P-553	1238.735176
P-554	1102.746114
P-555	1102.746114
P-556	934.7908511
P-557	934.7908511
P-558	1102.746114
P-559	1045.343366
P-56	1238.735176
P-561	934.7908511
P-562	1149.191428
P-563	934.7908511
P-564	985.446327
P-565	1045.343366
P-566	1102.746114
P-567	1045.343366
P-568	1102.746114
P-569	1149.191428
P-57	1238.735176
P-570	1238.735176
P-571	1149.191428
P-572	934.7908511
P-573	1149.191428
P-574	1102.746114
P-575	1176.330729
P-576	1238.735176
P-577	1149.191428
P-578	1102.746114
P-579	1102.746114
P-58	1102.746114
P-580	1149.191428
P-581	1045.343366
P-582	1149.191428
P-583	1149.191428
P-584	1045.343366
P-585	1102.746114
P-586	1045.343366
P-587	1102.746114
P-588	1238.735176
P-589	1149.191428
P-59	934.7908511
P-590	1102.746114
P-591	1149.191428
P-592	1238.735176
P-593	1149.191428
P-594	1045.343366
P-595	1149.191428
P-596	985.446327
P-597	1045.343366
P-598	1149.191428
P-599	1045.343366
P-6	985.446327
P-60	1045.343366
P-600	934.7908511
P-601	1238.735176
P-602	934.7908511
P-603	985.446327
P-604	1238.735176
P-605	934.7908511
P-606	985.446327
P-607	1176.330729
P-608	1149.191428
P-609	985.446327
